4.5	1.5	1
9	0.5	1
4.4	0.5	1
5.5	2.5	1
8.5	1	1
11	4	2.01
-0.5	0.5	2.0
4.5	5.	1.99
1	3	2.0
7.5	6	2.0
11.5	3.5	2.0
13.5	0.5	2.01
8.5	6	2.0
7	6	2.0
12.5	6.5	2.5
6.5	8	2.51
1	6.5	2.49
13	6	2.5
0	6.5	2.5
15	5	2.52
0.3	6.4	2.49
5.0	7.5	2.51
12.7	5.8	2.49
10	9.5	3
1	9.6	2.98
4.5	9.4	2.99
9	9.5	3.01
11.5	9.3	3.08
0.5	9.4	3.01
12.7	9	3
20	7.3	3
14	9	3
3	14.6	3.99
10.8	14.8	4
6.5	12.8	4.01
10.2	14.4	4
3.8	14.5	4
11.5	16.7	4.01
2.7	15.6	3.98
8.3	13	3.99
10.8	14.8	4
