0.1	85
0.2	80
0.3	77
0.4	75
0.5	73
0.6	70
0.7	66
0.8	65
0.9	63
1.0	61
1.1	60
1.2	57
1.3	56
1.4	55
1.5	53
1.6	52
1.7	50
1.8	48
1.9	47
2.0	46
