6500	0.302	2.68
6700	0.300	2.6
6900	0.296	2.52
7000	0.296	2.52
7300	0.296	2.44
7500	0.294	2.4
7700	0.290	2.36
7900	0.290	2.32
8100	0.288	2.3
8300	0.284	2.2
